,bookID,title,authors,author_only,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
6179,23224,Darkest Hour (The Mediator #4),Meg Cabot,Meg Cabot,4.17,60725141,9780000000000.0,eng,316.0,30471.0,671,12/28/04,HarperCollins
3428,12477,In Cold Blood,Truman Capote,Truman Capote,4.07,141182571,9780000000000.0,eng,316.0,3500.0,313,2/3/00,Penguin
1753,6150,Cry the Beloved Country,Alan Paton,Alan Paton,3.9,074326195X,9780000000000.0,eng,316.0,54558.0,2937,11/25/03,Scribner
1516,5214,Cry the Beloved Country,Alan Paton,Alan Paton,3.9,743262174,9780000000000.0,eng,316.0,3140.0,383,11/1/03,Scribner
133,251,Nexus (The Rosy Crucifixion #3),Henry Miller,Henry Miller,4.1,802151787,9780000000000.0,eng,316.0,3261.0,58,1/13/94,Grove Press
382,1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,Michael   Lewis,4.26,393324818,9780000000000.0,eng,317.0,85094.0,4155,3/17/04,W. W. Norton
5028,18133,Lolita,Vladimir Nabokov/John Ray Jr.,Vladimir Nabokov,3.89,679723161,9780000000000.0,eng,317.0,19513.0,2191,6/13/97,Vintage
9437,37381,The Heart Is a Lonely Hunter,Carson McCullers/Kasia Boddy,Carson McCullers,3.98,141185228,9780000000000.0,eng,317.0,1459.0,169,8/31/00,Penguin
5197,18789,Sanctuary,William Faulkner,William Faulkner,3.64,679748148,9780000000000.0,eng,317.0,9336.0,544,12/6/93,Vintage
4550,16335,The Mystery of the Blue Train (Hercule Poirot #6),Agatha Christie,Agatha Christie,3.8,1579126952,9780000000000.0,eng,317.0,23274.0,1053,3/30/07,Black Dog and Leventhal Publishers
8791,33833,Before Night Falls,Reinaldo Arenas/Dolores M. Koch,Reinaldo Arenas,4.17,1852428082,9780000000000.0,eng,317.0,3158.0,252,6/15/01,Serpents Tail
7421,28483,The Seventh Gate (The Death Gate Cycle #7),Margaret Weis/Tracy Hickman,Margaret Weis,4.11,055357325X,9780000000000.0,eng,317.0,16304.0,148,12/1/95,Spectra
5668,21010,Spares,Michael Marshall Smith,Michael Marshall Smith,4.13,6512674,9780000000000.0,eng,317.0,2566.0,160,11/2/98,HarperCollins
2621,9591,Wampeters Foma and Granfalloons,Kurt Vonnegut Jr.,Kurt Vonnegut Jr.,3.79,385333811,9780000000000.0,eng,318.0,7213.0,139,1/12/99,Dial Press Trade Paperback
1505,5198,Paradise,Toni Morrison,Toni Morrison,3.8,452280397,9780000000000.0,eng,318.0,19927.0,812,4/1/99,Penguin
3529,12823,The Night Trilogy: Night Dawn the Accident,Elie Wiesel/Marion Wiesel,Elie Wiesel,4.29,374521409,9780000000000.0,eng,318.0,2439.0,255,9/1/87,Hill and Wang
10073,40491,Valley of Silence (Circle Trilogy #3),Nora Roberts,Nora Roberts,4.22,515141674,9780000000000.0,eng,318.0,1372.0,113,11/1/06,Berkley
131,249,Tropic of Cancer,Henry Miller/Jiří Níl,Henry Miller,3.68,802131786,9780000000000.0,eng,318.0,53206.0,2376,1/6/94,Grove Press
1293,4454,The Road Less Traveled: A New Psychology of Love Traditional Values and Spiritual Growth,M. Scott Peck,M. Scott Peck,4.05,743243153,9780000000000.0,eng,318.0,1314.0,98,2/4/03,Touchstone
3036,11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,Edward J. Larson/Brian Troxell,Edward J. Larson,3.9,674854292,9780000000000.0,eng,318.0,1458.0,108,11/15/98,Harvard University Press
3874,13814,Into a Dark Realm (The Darkwar Saga #2),Raymond E. Feist,Raymond E. Feist,4.0,60792809,9780000000000.0,eng,319.0,9291.0,97,3/27/07,EOS
6940,26123,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,Martin E.P. Seligman,4.0,1400078393,9780000000000.0,eng,319.0,13891.0,628,1/3/06,Vintage
3954,14014,Arrow's Fall (Heralds of Valdemar #3),Mercedes Lackey,Mercedes Lackey,4.19,886774004,9780000000000.0,eng,319.0,19520.0,330,1/5/88,Daw Books
10018,40295,This Is the Way the World Ends,James K. Morrow,James K. Morrow,3.75,156002086,9780000000000.0,eng,319.0,1312.0,81,4/24/95,Houghton Mifflin Harcourt
6727,25174,Jerusalem Inn (Richard Jury #5),Martha Grimes,Martha Grimes,3.96,451411617,9780000000000.0,eng,320.0,3542.0,154,11/2/04,Onyx
10506,42701,The Van (The Barrytown Trilogy #3),Roddy Doyle,Roddy Doyle,3.94,140260021,9780000000000.0,eng,320.0,5718.0,164,3/1/97,Penguin
7889,30274,Circus of the Damned (Anita Blake Vampire Hunter #3),Laurell K. Hamilton,Laurell K. Hamilton,4.17,425201392,9780000000000.0,eng,320.0,78062.0,1121,1/2/07,Berkley
326,1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,Napoleon Hill,4.18,1585424331,9780000000000.0,eng,320.0,88897.0,2334,9/1/05,Tarcherperigee
9143,35519,The Power of Myth,Joseph Campbell/Bill Moyers,Joseph Campbell,4.29,385418868,9780000000000.0,eng,320.0,38720.0,1451,6/1/88,Anchor
1454,5053,The Man From St. Petersburg,Ken Follett,Ken Follett,3.88,451208706,9780000000000.0,eng,320.0,16057.0,663,6/3/03,NAL
4017,14241,The Liars' Club,Mary Karr,Mary Karr,3.93,143035746,9780000000000.0,eng,320.0,52578.0,2464,5/31/05,Penguin
3585,12969,Winter's Tales,Isak Dinesen/Karen Blixen,Isak Dinesen,3.9,679743340,9780000000000.0,eng,320.0,1464.0,100,6/1/93,Vintage
2698,9875,Grimus,Salman Rushdie,Salman Rushdie,3.41,812969995,9780000000000.0,eng,320.0,2560.0,150,9/30/03,Random House
10794,43980,A History of the World in 10½ Chapters,Julian Barnes,Julian Barnes,3.89,679731377,9780000000000.0,eng,320.0,10008.0,638,11/27/90,Vintage
7521,28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,Robert B. Cialdini,4.19,006124189X,9780000000000.0,eng,320.0,76314.0,2580,12/26/06,HarperCollins
6725,25172,The Dirty Duck (Richard Jury #4),Martha Grimes,Martha Grimes,3.94,451411390,9780000000000.0,eng,320.0,3861.0,140,6/1/04,Onyx
3278,11990,The Rebel,Albert Camus/Anthony Bower/Herbert Read,Albert Camus,4.15,679733841,9780000000000.0,eng,320.0,9227.0,256,1/1/92,Vintage
10030,40331,To the Nines (Stephanie Plum #9),Janet Evanovich,Janet Evanovich,4.17,747267634,9780000000000.0,eng,320.0,94990.0,1581,6/5/04,St. Martin's Press
10699,43547,Rose of No Man's Land,Michelle Tea,Michelle Tea,3.52,156030934,9780000000000.0,eng,320.0,1484.0,161,2/5/07,Mariner Books
2870,10605,Thinner,Richard Bachman/Stephen King,Richard Bachman,3.71,451190750,9780000000000.0,eng,320.0,155020.0,1513,9/1/96,Signet
6395,24006,Rule #1: The Simple Strategy for Successful Investing in Only 15 Minutes a Week!,Phil Town,Phil Town,4.02,307336131,9780000000000.0,eng,320.0,1373.0,90,3/21/06,Crown
1833,6462,His Excellency: George Washington,Joseph J. Ellis,Joseph J. Ellis,3.92,1400032539,9780000000000.0,eng,320.0,32978.0,1112,11/8/05,Vintage
9866,39585,The Final Frontiersman: Heimo Korth and His Family Alone in Alaska's Arctic Wilderness,James   Campbell,James   Campbell,4.21,074345314X,9780000000000.0,eng,320.0,1179.0,141,9/13/05,Atria Books
8702,33489,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,Sandy Petersen,4.45,1568821816,9780000000000.0,eng,320.0,7011.0,39,3/30/05,Chaosium
6327,23801,Bargaining for Advantage: Negotiation Strategies for Reasonable People,G. Richard Shell,G. Richard Shell,3.95,143036971,9780000000000.0,eng,320.0,4560.0,85,5/2/06,Penguin
625,2011,The Dosadi Experiment (ConSentiency Universe #2),Frank Herbert,Frank Herbert,3.81,765342537,9780000000000.0,eng,320.0,6146.0,150,9/16/02,Tor Books
4271,15251,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass/Jon Jefferson,William M. Bass,4.19,425198324,9780000000000.0,eng,320.0,8481.0,451,10/5/04,Berkley
10151,40997,Soldier of Sidon (Latro #3),Gene Wolfe,Gene Wolfe,4.01,765316641,9780000000000.0,eng,320.0,1063.0,60,10/31/06,Tor Books
4344,15581,Ferdydurke,Witold Gombrowicz/Danuta Borchardt,Witold Gombrowicz,3.86,300082401,9780000000000.0,eng,320.0,8193.0,198,8/11/00,Yale University Press
7037,26654,Clay's Quilt,Silas House,Silas House,3.95,345450698,9780000000000.0,eng,320.0,2685.0,235,2/26/02,Ballantine Books
4830,17290,What Einstein Told His Cook: Kitchen Science Explained,Robert L. Wolke/Marlene Parrish,Robert L. Wolke,3.86,393011836,9780000000000.0,eng,320.0,3176.0,366,5/17/02,W. W. Norton
3625,13086,Suburban Nation: The Rise of Sprawl and the Decline of the American Dream,Andrés Duany/Elizabeth Plater-Zyberk/Jeff Speck,Andrés Duany,4.08,865476063,9780000000000.0,eng,320.0,1980.0,154,4/16/01,North Point Press
3194,11657,Terrorist,John Updike,John Updike,3.17,307264653,9780000000000.0,eng,320.0,3490.0,410,6/6/06,Knopf
2273,8127,Anne of Green Gables (Anne of Green Gables #1),L.M. Montgomery,L.M. Montgomery,4.28,451528824,9780000000000.0,eng,320.0,842262.0,29277,5/6/03,Signet
7943,30385,Sweet Anger,Erin St. Claire/Sandra Brown,Erin St. Claire,3.59,446603082,9780000000000.0,eng,320.0,2288.0,86,1/1/99,Vision
897,2932,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,Daniel Defoe,3.67,375757325,9780000000000.0,eng,320.0,209122.0,4131,6/12/01,Modern Library
6890,25884,The Road to Jerusalem (The Knight Templar #1),Jan Guillou/Anna Paterson,Jan Guillou,4.0,752848372,9780000000000.0,eng,320.0,4406.0,160,12/5/02,Orion
3952,14012,Children of the Night (Diana Tregarde #2),Mercedes Lackey,Mercedes Lackey,3.94,765313189,9780000000000.0,eng,320.0,4349.0,103,8/1/05,St. Martins Press-3PL
9922,39910,The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,Peter Reinhart,4.28,1580082688,9780000000000.0,eng,320.0,8552.0,248,11/14/01,Ten Speed Press
8026,30680,Up in the Air,Walter Kirn,Walter Kirn,2.86,385722370,9780000000000.0,eng,320.0,3504.0,490,9/24/02,Anchor
5635,20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,Garry Wills,4.14,743299639,9780000000000.0,eng,320.0,6876.0,197,11/14/06,Simon and Schuster
3542,12852,The Best Short Stories,Fyodor Dostoyevsky/David Magarshack,Fyodor Dostoyevsky,4.26,375756884,9780000000000.0,eng,320.0,2711.0,89,2/13/01,Modern Library
870,2871,Burning Bright,Tracy Chevalier,Tracy Chevalier,3.36,052594978X,9780000000000.0,eng,320.0,10919.0,1113,3/20/07,Dutton
4605,16530,Aphrodite: A Memoir of the Senses,Isabel Allende/Robert Shekter/Panchita Llona,Isabel Allende,3.64,60930179,9780000000000.0,eng,320.0,3732.0,195,4/7/99,HarperCollins
10405,42141,Glass Soup (Vincent Ettrich #2),Jonathan Carroll,Jonathan Carroll,3.88,765311801,9780000000000.0,eng,320.0,1153.0,62,11/28/06,Tor Books
4659,16697,The Mysteries of Pittsburgh,Michael Chabon,Michael Chabon,3.64,60790598,9780000000000.0,eng,320.0,21823.0,1518,7/5/05,HarperCollins
2495,9073,See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,Robert B. Baer,3.93,140004684X,9780000000000.0,eng,320.0,4040.0,259,1/7/03,Broadway Books
6848,25743,The Slave,Isaac Bashevis Singer/Cecil Hemley,Isaac Bashevis Singer,4.18,374506809,9780000000000.0,eng,320.0,2040.0,150,10/1/88,Farrar  Straus and Giroux
3934,13986,Arrows of the Queen (Heralds of Valdemar #1),Mercedes Lackey,Mercedes Lackey,4.14,886773784,9780000000000.0,eng,320.0,31058.0,927,3/3/87,Daw Books
5543,20074,Changelings,Anne McCaffrey/Elizabeth Ann Scarborough,Anne McCaffrey,3.77,345470036,9780000000000.0,eng,320.0,1818.0,60,12/26/06,Del Rey
5523,19914,Jane's Warlord (Warlord #1),Angela Knight,Angela Knight,3.97,425196844,9780000000000.0,eng,320.0,2552.0,94,6/1/04,Berkley
1034,3476,Icy Sparks,Gwyn Hyman Rubio,Gwyn Hyman Rubio,3.7,142000205,9780000000000.0,eng,320.0,37936.0,1192,3/8/01,Penguin
9357,37032,The Risk of Darkness (Simon Serrailler #3),Susan Hill,Susan Hill,3.95,701179791,9780000000000.0,eng,320.0,3060.0,264,7/1/06,Chatto and Windus
1954,6987,Saxons Vikings and Celts: The Genetic Roots of Britain and Ireland,Bryan Sykes,Bryan Sykes,3.86,393062686,9780000000000.0,eng,320.0,1033.0,171,12/17/06,W. W. Norton
2659,9723,Obasan,Joy Kogawa,Joy Kogawa,3.64,385468865,9780000000000.0,eng,320.0,5407.0,368,12/27/93,Anchor
5396,19413,The Quilter's Homecoming (Elm Creek Quilts #10),Jennifer Chiaverini,Jennifer Chiaverini,4.04,743260228,9780000000000.0,eng,320.0,3865.0,248,4/10/07,Simon and Schuster
9312,36568,Shadow Lover,Anne Stuart,Anne Stuart,3.81,451408691,9780000000000.0,eng,320.0,1143.0,93,3/1/99,Onyx
4798,17206,Lady Friday (The Keys to the Kingdom #5),Garth Nix,Garth Nix,3.92,439700884,9780000000000.0,eng,320.0,19436.0,267,3/1/07,Scholastic
362,1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,Steven D. Levitt,3.97,61234001,9780000000000.0,eng,320.0,628745.0,13034,10/17/06,William Morrow
1880,6644,Le Divorce,Diane Johnson,Diane Johnson,2.88,452284481,9780000000000.0,eng,320.0,3602.0,295,7/1/03,Plume
10145,40958,The Art of Innovation: Lessons in Creativity from IDEO America's Leading Design Firm,Tom Kelley/Jonathan Littman/Tom Peters,Tom Kelley,3.97,385499841,9780000000000.0,eng,320.0,6412.0,154,1/16/01,Broadway Books
6255,23524,Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,Alex Ross,4.33,375714626,9780000000000.0,eng,320.0,1994.0,37,11/8/05,Pantheon
4590,16450,Your Oasis on Flame Lake,Lorna Landvik,Lorna Landvik,3.59,449002985,9780000000000.0,eng,320.0,2194.0,129,6/16/98,Ballantine Books
7153,27398,The Lost Painting,Jonathan Harr,Jonathan Harr,3.74,375759867,9780000000000.0,eng,320.0,24619.0,765,11/7/06,Random House
3096,11359,Tar Baby,Toni Morrison,Toni Morrison,3.93,1400033446,9780000000000.0,eng,320.0,15795.0,447,6/8/04,Vintage
7736,29746,When She Was Good,Philip Roth,Philip Roth,3.53,679759255,9780000000000.0,eng,320.0,1748.0,149,1/31/95,Vintage
9656,38504,You Get So Alone at Times That it Just Makes Sense,Charles Bukowski,Charles Bukowski,4.24,876856830,9780000000000.0,eng,320.0,12358.0,533,6/5/86,Black Sparrow Press
7305,28054,River of Shadows: Eadweard Muybridge and the Technological Wild West,Rebecca Solnit,Rebecca Solnit,4.15,142004103,9780000000000.0,eng,320.0,1148.0,133,3/2/04,Penguin
9457,37477,Happiness,Will Ferguson,Will Ferguson,3.79,006052510X,9780000000000.0,eng,320.0,2256.0,182,6/3/03,HarperCollins
204,447,Moon Palace,Paul Auster,Paul Auster,3.94,140115854,9780000000000.0,eng,320.0,16099.0,503,4/1/90,Penguin
2565,9423,The Secret Dreamworld of a Shopaholic (Shopaholic #1),Sophie Kinsella,Sophie Kinsella,3.64,552998877,9780000000000.0,eng,320.0,2214.0,249,9/14/00,Transworld Publishers
9515,37722,In Search of Dracula: The History of Dracula and Vampires,Raymond T. McNally/Radu Florescu,Raymond T. McNally,3.87,395657830,9780000000000.0,eng,320.0,1257.0,76,10/31/94,Mariner Books
8610,33015,Selected Poems,Thomas Hardy/Robert Mezey,Thomas Hardy,3.96,140436995,9780000000000.0,eng,320.0,1509.0,30,12/1/98,Penguin
2465,8930,Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,Jamie Oliver,4.01,1401301959,9780000000000.0,eng,320.0,7653.0,90,11/14/06,Hachette Books
2352,8541,Straight,Dick Francis,Dick Francis,4.05,042520846X,9780000000000.0,eng,320.0,3513.0,143,2/7/06,G. P. Putnam's Sons
9579,38049,Whoreson,Donald Goines,Donald Goines,4.32,870679945,9780000000000.0,eng,320.0,1493.0,104,1/1/00,Holloway House
5166,18639,Two Girls Fat and Thin,Mary Gaitskill,Mary Gaitskill,3.64,684843129,9780000000000.0,eng,320.0,1632.0,150,2/27/98,Simon and Schuster
5158,18610,Thin Air (Spenser #22),Robert B. Parker/David Dukes,Robert B. Parker,3.9,425152901,9780000000000.0,eng,320.0,4055.0,141,4/1/96,G. P. Putnam's Sons
7567,28979,Suffer Little Children (Sister Fidelma #3),Peter Tremayne,Peter Tremayne,4.05,451195574,9780000000000.0,eng,320.0,1348.0,76,2/1/99,Signet
7508,28760,Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,Mercedes Lackey,4.21,886774012,9780000000000.0,eng,320.0,18141.0,278,1/2/90,DAW Books Inc
5145,18549,A Break with Charity: A Story about the Salem Witch Trials,Ann Rinaldi,Ann Rinaldi,3.79,152046828,9780000000000.0,eng,320.0,5052.0,417,7/1/03,HMH Books for Young Readers
5113,18420,Hands of Light: A Guide to Healing Through the Human Energy Field,Barbara Ann Brennan/Jos. A. Smith,Barbara Ann Brennan,4.27,553345397,9780000000000.0,eng,320.0,10878.0,106,2/1/90,Bantam
7554,28923,When We Were Orphans,Kazuo Ishiguro,Kazuo Ishiguro,3.49,571225403,9780000000000.0,eng,320.0,19252.0,1673,12/1/07,Faber and Faber
2353,8542,10 lb Penalty,Dick Francis,Dick Francis,3.9,042519745X,9780000000000.0,eng,320.0,3490.0,177,8/3/04,G. P. Putnam's Sons
7675,29506,Prisoner's Dilemma: John von Neumann Game Theory and the Puzzle of the Bomb,William Poundstone/John von Neumann,William Poundstone,3.91,038541580X,9780000000000.0,eng,320.0,1323.0,94,1/1/93,Anchor
9360,37036,The Pure in Heart (Simon Serrailler #2),Susan Hill,Susan Hill,3.92,99462109,9780000000000.0,eng,320.0,4245.0,347,6/1/06,Vintage
2350,8538,Break In (Kit Fielding #1),Dick Francis,Dick Francis,4.05,425199932,9780000000000.0,eng,320.0,3758.0,128,1/4/05,G. P. Putnam's Sons
2349,8537,Nerve,Dick Francis,Dick Francis,4.04,515123463,9780000000000.0,eng,320.0,3581.0,113,9/1/98,Jove
5937,22285,Rant,Chuck Palahniuk,Chuck Palahniuk,3.81,385517874,9780000000000.0,eng,320.0,55592.0,2516,5/1/07,Doubleday
2419,8787,The White Masai,Corinne Hofmann/Peter Millar,Corinne Hofmann,3.45,61131520,9780000000000.0,eng,320.0,4504.0,491,10/10/06,Amistad
8252,31659,The Progress of Love,Alice Munro,Alice Munro,4.14,375724702,9780000000000.0,eng,320.0,2128.0,115,12/12/00,Vintage
8262,31695,Jane and the Wandering Eye (Jane Austen Mysteries #3),Stephanie Barron,Stephanie Barron,3.86,553578170,9780000000000.0,eng,320.0,1999.0,112,11/3/09,Bantam
6194,23244,Carpe Demon (Demon-Hunting Soccer Mom #1),Julie Kenner,Julie Kenner,3.64,515142212,9780000000000.0,eng,320.0,4811.0,585,10/31/06,Jove
8677,33439,Strawberry Shortcake Murder (Hannah Swensen #2),Joanne Fluke,Joanne Fluke,3.85,1575667215,9780000000000.0,eng,320.0,14668.0,881,2/2/02,Kensington
10227,41379,As Nature Made Him: The Boy Who Was Raised as a Girl,John Colapinto,John Colapinto,3.97,60929596,9780000000000.0,eng,320.0,5456.0,619,2/20/01,HarperCollins
2953,10907,The Pursuit of Happyness,Chris Gardner,Chris Gardner,4.19,60744871,9780000000000.0,eng,320.0,21292.0,756,10/24/06,Amistad
5971,22356,The Filth,Grant Morrison/Chris Weston/Gary Erskine,Grant Morrison,3.75,1401200133,9780000000000.0,eng,320.0,3907.0,266,6/1/04,Vertigo
4111,14647,Sons (House of Earth #2),Pearl S. Buck,Pearl S. Buck,3.84,1559210397,9780000000000.0,eng,320.0,3387.0,242,1/1/05,Moyer Bell and its subsidiaries
2984,10984,Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,William Faulkner,3.86,394701496,9780000000000.0,eng,320.0,1457.0,117,2/12/58,Vintage
10686,43489,Music in the Night (Logan #4),V.C. Andrews,V.C. Andrews,3.85,067153467X,9780000000000.0,eng,320.0,5554.0,64,3/1/98,Pocket Books
2217,7901,Betsy Was a Junior (Betsy-Tacy #7),Maud Hart Lovelace/Vera Neville,Maud Hart Lovelace,4.17,64405478,9780000000000.0,eng,320.0,4839.0,126,3/31/95,HarperCollins
4525,16280,Why Are All The Black Kids Sitting Together in the Cafeteria?: A Psychologist Explains the Development of Racial Identity,Beverly Daniel Tatum,Beverly Daniel Tatum,4.21,465083617,9780000000000.0,eng,320.0,9845.0,703,1/17/03,Basic Books
2658,9717,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,Milan Kundera,4.1,571224385,9780000000000.0,eng,320.0,248686.0,8251,10/27/09,HarperCollins
2909,10757,Lay Down My Sword and Shield (Hackberry Holland #1),James Lee Burke,James Lee Burke,3.89,752842692,9780000000000.0,eng,320.0,1680.0,117,9/4/03,Orion
3493,12662,Caravans,James A. Michener,James A. Michener,4.05,812969820,9780000000000.0,eng,320.0,4753.0,400,9/9/03,Dial Press Trade Paperback
8841,34080,The Waste Land,T.S. Eliot/Michael North,T.S. Eliot,4.11,393974995,9780000000000.0,eng,320.0,35549.0,680,12/1/00,W. W. Norton
3225,11762,White Noise,Don DeLillo,Don DeLillo,3.87,140283307,9780000000000.0,eng,320.0,55821.0,2523,6/1/99,Penguin
6703,25083,Skipping Towards Gomorrah: The Seven Deadly Sins and the Pursuit of Happiness in America,Dan Savage,Dan Savage,3.81,452284163,9780000000000.0,eng,320.0,3090.0,195,9/30/03,Penguin
5874,22063,Double Dealer (CSI: Crime Scene Investigation #1),Max Allan Collins/Mike Flaherty,Max Allan Collins,3.67,743444043,9780000000000.0,eng,320.0,1029.0,53,4/1/03,Pocket Books
2799,10332,Mandy,Julie Andrews Edwards/Johanna Westerman,Julie Andrews Edwards,4.24,61131628,9780000000000.0,eng,320.0,9944.0,846,8/15/06,HarperCollins
5886,22121,Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,Rajiv Chandrasekaran,4.02,1400044871,9780000000000.0,eng,320.0,4545.0,477,9/19/06,Knopf
711,2281,The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,Truman Capote,4.2,140009691X,9780000000000.0,eng,320.0,3993.0,217,9/13/05,Vintage
2983,10982,Selected Short Stories,William Faulkner,William Faulkner,4.09,679424784,9780000000000.0,eng,320.0,1017.0,64,5/18/93,Modern Library
4045,14318,Chronicles: Volume One,Bob Dylan,Bob Dylan,3.98,743244583,9780000000000.0,eng,320.0,42014.0,1304,9/13/05,Simon and Schuster
9948,40020,A Patchwork Planet,Anne Tyler,Anne Tyler,3.79,080411918X,9780000000000.0,eng,320.0,11355.0,571,5/1/01,Ballantine Books
2196,7830,After Henry,Joan Didion,Joan Didion,3.83,679745394,9780000000000.0,eng,320.0,1205.0,100,4/27/93,Vintage
8155,31262,The Road to Gandolfo,Robert Ludlum/Michael  Shepherd,Robert Ludlum,3.64,553271091,9780000000000.0,eng,320.0,5141.0,160,2/1/92,Bantam
2212,7891,Betsy and the Great World (Betsy-Tacy #9),Maud Hart Lovelace/Vera Neville,Maud Hart Lovelace,4.14,64405451,9780000000000.0,eng,321.0,4747.0,148,3/31/96,HarperCollins
885,2896,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,Patrick Süskind,4.02,3257228007,9780000000000.0,ger,321.0,9674.0,343,6/1/94,Diogenes
10083,40532,Reading the Bible Again for the First Time: Taking the Bible Seriously but Not Literally,Marcus J. Borg,Marcus J. Borg,4.13,60609192,9780000000000.0,eng,321.0,2959.0,187,4/7/15,HarperCollins
979,3300,Inés of My Soul,Isabel Allende/Margaret Sayers Peden,Isabel Allende,3.93,61161535,9780000000000.0,eng,321.0,15345.0,1075,11/7/06,HarperCollins
8169,31313,Dance of the Gods (Circle Trilogy #2),Nora Roberts,Nora Roberts,4.15,515141666,9780000000000.0,eng,321.0,25065.0,576,10/3/06,Jove
2299,8218,Down to the Bonny Glen (Little House: The Martha Years #3),Melissa Wiley/Renée Graef,Melissa Wiley,4.15,64407144,9780000000000.0,eng,321.0,1480.0,39,5/8/01,HarperCollins
8679,33441,Fluke: Or I Know Why the Winged Whale Sings,Christopher Moore,Christopher Moore,3.75,006056668X,9780000000000.0,eng,321.0,35450.0,1953,6/15/04,HarperCollins
9537,37813,Letters from the Earth: Uncensored Writings,Mark Twain/Bernard DeVoto/Henry Nash Smith,Mark Twain,4.21,60518650,9780000000000.0,eng,321.0,6568.0,376,2/17/04,HarperCollins
2995,11003,Eleven on Top (Stephanie Plum #11),Janet Evanovich,Janet Evanovich,4.16,312985347,9780000000000.0,eng,321.0,91695.0,1731,6/20/06,St. Martin's Press
1213,4099,The Pragmatic Programmer: From Journeyman to Master,Andy Hunt/Dave Thomas,Andy Hunt,4.31,020161622X,9780000000000.0,eng,321.0,12563.0,699,10/30/99,Addison-Wesley Professional
9540,37819,The God of Small Things,Arundhati Roy,Arundhati Roy,3.94,60977493,9780000000000.0,eng,321.0,6667.0,722,5/1/97,HarperCollins
1920,6854,Three to Get Deadly (Stephanie Plum #3),Janet Evanovich,Janet Evanovich,4.15,312966091,9780000000000.0,eng,321.0,125114.0,2883,7/15/98,St. Martin's Press
10211,41329,The Red Tent,Anita Diamant,Anita Diamant,4.17,312427298,9780000000000.0,eng,321.0,5390.0,614,8/21/07,Picador
6918,26046,Morrigan's Cross (Circle Trilogy #1),Nora Roberts,Nora Roberts,4.14,515141658,9780000000000.0,eng,321.0,46146.0,1158,8/29/06,Jove
4750,17020,13 Little Blue Envelopes (Little Blue Envelope #1),Maureen Johnson,Maureen Johnson,3.64,60541431,9780000000000.0,eng,322.0,70689.0,4067,12/21/10,HarperCollins
4535,16304,Murder on the Orient Express (Hercule Poirot #10),Agatha Christie,Agatha Christie,4.17,425200450,9780000000000.0,eng,322.0,145660.0,5711,8/31/04,Berkley
3812,13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,Frederick P. Brooks Jr.,4.05,201835959,9780000000000.0,eng,322.0,9395.0,616,8/12/95,Addison-Wesley Professional
7511,28766,Fiasco,Stanisław Lem/Michael Kandel,Stanisław Lem,4.12,156306301,9780000000000.0,eng,322.0,2281.0,166,3/15/88,Mariner Books
5497,19802,A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,William Manchester,William Manchester,3.85,316545562,9780000000000.0,eng,322.0,9807.0,745,6/1/93,Back Bay Books
10412,42156,Something Borrowed (Darcy and Rachel #1),Emily Giffin,Emily Giffin,3.85,031232118X,9780000000000.0,eng,322.0,454917.0,7487,6/1/04,St. Martin's Press
7233,27691,The Gabriel Hounds,Mary  Stewart,Mary  Stewart,3.92,61145394,9780000000000.0,eng,322.0,3629.0,145,11/28/06,Tor Books
6316,23774,Something Borrowed (Darcy and Rachel #1),Emily Giffin,Emily Giffin,3.85,312321198,9780000000000.0,eng,322.0,24522.0,4032,4/1/05,St. Martin's Griffin
4268,15241,The Two Towers (The Lord of the Rings #2),J.R.R. Tolkien/Peter S. Beagle,J.R.R. Tolkien,4.44,618346260,9780000000000.0,eng,322.0,813490.0,13784,9/5/03,Houghton Mifflin Harcourt
